direction,threshold,pct
NB,30,49.412928759894456
NB,35,18.54881266490765
NB,40,2.341688654353562
NB,45,0.23087071240105542
SB,30,84.00119171756293
SB,35,55.59362431103828
SB,40,19.037688067927903
SB,45,3.5006703411291524
